Geneid	gene_name	Cell1Fungi3	Cell1Fungi1	Naive1	Cell2Bug2	Naive2	Cell2Fungi1	Cell1Bug2	Cell2Fungi2	Cell1Fungi2	Naive3	Cell2Bug3	Cell1Bug3	Naive4	Cell2Fungi3	Cell1Bug1	Cell2Bug1
ENSMUSG00000082006	Gm13649	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0
ENSMUSG00000027016	Zfp385b	3	1	16	2	28	2	3	1	2	2	1	1	66	2	1	1
ENSMUSG00000085845	Gm13944	0	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000087102	Gm13661	0	0	5	0	3	0	0	0	0	0	0	0	10	0	0	0
ENSMUSG00000087353	Gm13727	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000027014	Cwc22	620	534	637	209	922	596	431	528	537	751	263	426	747	589	386	264
ENSMUSG00000081719	Gm13726	1	1	2	0	5	0	0	0	0	0	0	0	9	0	0	0
ENSMUSG00000085431	4930440I19Rik	23	21	6	27	7	15	13	13	23	3	33	20	19	17	12	22
ENSMUSG00000054510	Gm14461	260	220	4	1090	10	115	566	83	218	3	566	415	20	81	513	757
ENSMUSG00000082701	Gm14460	1	0	3	0	3	0	0	1	3	0	0	0	9	0	0	0
ENSMUSG00000089462	Gm23149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082046	Gm14464	0	0	8	1	8	0	0	0	0	1	0	1	20	0	0	0
ENSMUSG00000084239	Gm14463	0	0	4	0	3	1	0	0	0	0	0	0	9	0	0	0
ENSMUSG00000084101	Gm17014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027011	Ube2e3	1642	1490	1509	2069	1054	1652	1511	1603	1552	1526	2003	1646	1093	1548	1369	1875
ENSMUSG00000102286	Gm37004	1	0	3	0	3	0	2	0	0	0	0	1	4	0	0	0
ENSMUSG00000083950	Gm14466	0	0	0	0	3	0	0	1	0	0	0	0	3	0	0	0
ENSMUSG00000080984	Gm14469	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0
ENSMUSG00000083691	Gm14465	0	0	3	0	4	0	0	0	1	1	0	0	5	0	0	0
ENSMUSG00000027009	Itga4	2768	2599	1643	2337	2493	2157	2075	2210	2737	2182	2583	2814	1358	1959	2092	2322
ENSMUSG00000075256	Cerkl	57	55	132	104	120	73	77	80	51	110	68	71	135	65	59	72
ENSMUSG00000088915	Gm22606	0	0	1	0	1	0	0	0	0	3	0	0	3	0	0	1
ENSMUSG00000081284	Gm13673	0	1	5	1	5	0	1	1	2	3	2	0	6	0	1	2
ENSMUSG00000034701	Neurod1	2	0	5	0	8	0	0	0	0	2	0	0	13	0	0	0
ENSMUSG00000097843	Gm26755	2	0	4	0	5	0	0	0	0	0	0	0	16	0	0	0
ENSMUSG00000027007	Ssfa2	2842	2390	2062	3733	3421	3046	2363	3246	2731	2792	4345	3361	2079	2840	2326	4087
ENSMUSG00000034683	Ppp1r1c	2	4	7	1	11	2	1	0	2	1	3	2	29	1	2	1
ENSMUSG00000059173	Pde1a	4	4	8	1	9	1	4	1	5	0	1	3	37	2	1	3
ENSMUSG00000083519	Gm13674	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0
ENSMUSG00000050114	Prdx6b	2	1	7	1	23	0	0	1	1	4	1	2	30	0	0	1
ENSMUSG00000027006	Dnajc10	3459	3027	1720	2494	3013	4002	2092	3911	3423	2398	3199	2959	1848	3747	2492	3545
ENSMUSG00000085921	Gm13752	0	0	1	0	1	0	0	0	0	0	0	0	7	0	0	0
ENSMUSG00000027004	Frzb	4	2	4	6	11	2	5	1	3	1	1	2	21	2	1	6
ENSMUSG00000082494	Gm13687	0	0	0	0	4	0	0	0	1	0	0	0	8	0	0	1
ENSMUSG00000027002	Nckap1	127	103	203	128	368	231	99	239	110	231	122	106	251	229	155	122
ENSMUSG00000081487	Gm13689	0	0	3	0	3	1	0	0	0	2	1	0	6	1	2	0
ENSMUSG00000064669	Gm24461	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083284	Gm13688	0	0	1	0	1	0	0	0	0	0	0	0	4	0	0	0
ENSMUSG00000027001	Dusp19	305	249	370	533	410	384	372	396	256	417	533	402	284	332	346	562
ENSMUSG00000026999	Nup35	271	223	409	312	351	279	227	297	189	408	279	285	319	259	198	283
ENSMUSG00000106252	mmu-mir-684-1	3	2	8	2	1	0	3	3	3	5	2	2	5	1	1	0
ENSMUSG00000086436	Gm13690	2	1	2	1	4	1	0	1	2	0	0	1	2	1	2	2
ENSMUSG00000077404	Gm25420	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000064193	Gm4735	50	50	17	39	48	198	25	53	45	30	29	120	64	57	30	21
ENSMUSG00000065141	Gm22652	0	0	1	0	3	0	0	0	0	0	0	0	11	0	0	0
ENSMUSG00000084107	Gm13700	0	1	1	0	6	0	0	0	0	2	0	0	12	0	0	0
ENSMUSG00000084297	Gm13755	0	0	1	0	1	1	0	0	0	0	0	0	8	0	0	0
ENSMUSG00000081566	Gm13756	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065261	Gm23452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088194	Gm23900	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000070866	Zfp804a	0	0	1	1	20	1	0	5	1	1	0	0	33	0	0	0
ENSMUSG00000082666	Gm13677	0	2	0	0	2	0	0	0	0	1	0	0	2	1	0	0
ENSMUSG00000087061	A130030D18Rik	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000080979	Gm13675	1	0	1	1	8	1	1	0	1	1	1	0	4	0	1	1
ENSMUSG00000083804	Gm13676	0	0	2	0	2	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000081122	Gm13678	0	0	0	0	2	0	0	0	1	0	0	0	6	0	0	0
ENSMUSG00000075249	Fsip2	0	1	10	0	18	1	0	1	4	3	0	0	55	3	0	1
ENSMUSG00000102082	Gm28675	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000081400	Gm13680	109	108	117	63	76	66	98	65	78	131	65	105	86	56	92	56
ENSMUSG00000083291	Gm13679	0	4	3	0	2	0	0	0	0	0	0	1	5	1	0	0
ENSMUSG00000080925	Gm13682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083389	Gm13681	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000080949	Gm13683	0	0	4	0	3	0	0	0	0	0	0	0	7	0	1	0
ENSMUSG00000082460	Gm13685	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000027091	Zc3h15	2241	2063	2708	3279	3354	2764	2177	2774	2001	3315	3193	2523	2523	2525	1995	3001
ENSMUSG00000085450	Gm13686	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000027087	Itgav	3782	3257	1636	4197	2305	2528	2334	2643	3634	1788	3321	3634	1525	2326	2178	3079
ENSMUSG00000085335	Gm13684	126	108	88	56	74	55	309	62	118	78	98	284	86	65	293	136
ENSMUSG00000081801	Dnmt3l-ps1	2	1	0	1	2	0	2	1	3	2	1	1	3	0	1	0
ENSMUSG00000048388	Fam171b	2	5	10	5	7	5	18	3	2	2	8	7	25	1	12	9
ENSMUSG00000034552	Zswim2	0	0	8	0	9	0	0	1	1	1	0	0	5	0	0	0
ENSMUSG00000094125	Gm13698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094336	Gm13693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096729	Gm13695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096484	Gm13696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096337	Gm13694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095824	Gm13697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079247	Gm13691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084359	Gm13692	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081980	Gm13702	0	0	3	0	6	0	0	0	1	0	0	0	11	0	0	0
ENSMUSG00000093115	Gm25972	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000084198	Gm13711	0	0	0	0	4	3	0	0	0	0	0	1	2	1	0	0
ENSMUSG00000059588	Calcrl	893	781	1332	829	2390	2195	465	2062	825	1665	768	688	1211	1686	399	484
ENSMUSG00000027082	Tfpi	1190	893	548	1610	1220	1336	988	1395	968	983	1819	1488	672	1266	964	1871
ENSMUSG00000087362	Gm13710	198	196	12	154	14	46	145	54	204	13	99	112	26	37	60	75
ENSMUSG00000034101	Ctnnd1	1676	1382	3187	3236	1908	1974	1932	2206	1636	2192	2523	1792	1679	1956	1454	2617
ENSMUSG00000101645	Gm28635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086598	Btbd18	5	4	18	4	22	4	2	2	6	18	2	4	41	3	4	0
ENSMUSG00000076437	2700094K13Rik	1388	1278	1565	1200	1096	1179	1164	1133	1387	1884	2090	1490	1216	1280	1044	1410
ENSMUSG00000050043	Tmx2	1474	1357	1104	1725	1299	1666	1169	1404	1414	1323	1783	1488	983	1460	1057	1706
ENSMUSG00000027080	Med19	587	540	843	453	624	628	663	664	539	741	617	612	549	614	516	548
ENSMUSG00000034075	Zdhhc5	2485	2285	1833	803	3003	2687	1604	2537	2469	2055	1269	1877	1698	2529	1637	1164
ENSMUSG00000077382	n-R5s200	1	3	6	0	0	1	3	3	2	5	0	3	7	0	1	0
ENSMUSG00000099206	Gm27942	1	0	1	0	5	1	1	5	0	3	0	2	6	2	0	0
ENSMUSG00000027079	Clp1	730	615	719	272	2004	1142	602	1003	725	1364	808	845	1120	1063	717	728
ENSMUSG00000034059	Ypel4	4	4	10	4	11	2	3	1	2	2	1	8	17	1	8	6
ENSMUSG00000065484	Mir130a	0	0	1	0	1	0	0	0	0	0	0	1	2	0	0	0
ENSMUSG00000097187	Gm19426	0	0	1	0	0	0	2	0	1	0	2	0	0	1	0	1
ENSMUSG00000023224	Serping1	65	64	27	53	45	23	112	18	68	12	40	103	34	17	74	52
ENSMUSG00000027078	Ube2l6	1120	990	1026	409	1258	1372	777	1244	1019	1263	997	927	947	1256	721	939
ENSMUSG00000027077	Smtnl1	0	1	3	0	5	0	0	0	2	0	0	0	6	1	1	0
ENSMUSG00000027076	Timm10	851	772	908	1546	575	740	1144	758	777	975	1306	1004	597	713	1027	1381
ENSMUSG00000027075	Slc43a1	4	4	13	1	23	1	3	0	8	4	3	1	25	1	7	2
ENSMUSG00000050896	Rtn4rl2	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0
ENSMUSG00000092843	Gm24332	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000027074	Slc43a3	729	675	326	377	762	798	430	862	674	713	587	669	513	737	447	456
ENSMUSG00000027073	Prg2	4	2	4	155	1	2	161	2	1	3	90	113	3	3	484	220
ENSMUSG00000027072	Prg3	1	0	1	0	1	0	1	0	0	0	0	2	3	0	3	0
ENSMUSG00000027071	P2rx3	3	3	13	1	24	0	0	4	5	0	0	1	45	3	1	0
ENSMUSG00000027067	Ssrp1	3855	3712	3642	2176	4211	3871	2922	3634	4117	4342	2419	3087	3521	3498	2687	2257
ENSMUSG00000033955	Tnks1bp1	304	237	158	93	277	246	214	242	309	251	163	221	232	257	243	120
ENSMUSG00000086969	4930443O20Rik	0	0	0	0	1	0	2	1	2	1	0	0	1	1	1	0
ENSMUSG00000044338	Aplnr	30	28	8	26	75	33	57	27	41	22	21	38	15	40	30	20
ENSMUSG00000082534	Gm13712	0	0	3	0	5	1	0	0	0	2	0	1	18	0	0	0
ENSMUSG00000085135	Gm13713	3	0	0	0	3	1	2	1	0	0	0	2	8	1	2	0
ENSMUSG00000075224	Lrrc55	1	2	7	0	15	1	0	0	0	3	0	3	24	0	1	0
ENSMUSG00000086905	Gm13716	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085025	Gm13715	0	0	4	1	4	0	0	0	0	0	0	0	7	0	0	0
ENSMUSG00000081014	Gm13714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075223	Olfr987	1	0	5	0	9	0	0	0	0	0	0	0	13	0	0	0
ENSMUSG00000075222	Olfr988	0	0	6	0	10	0	0	1	0	0	0	0	25	0	0	0
ENSMUSG00000082712	Olfr990-ps1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000075221	Olfr992	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000075220	Olfr993	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087973	Gm23716	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0
ENSMUSG00000075219	Olfr994	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075218	Olfr995	0	1	0	0	1	0	0	0	0	0	0	0	7	0	0	0
ENSMUSG00000075217	4833423E24Rik	0	3	3	0	4	1	0	0	1	0	0	0	3	1	0	0
ENSMUSG00000100631	Olfr996	0	0	2	0	1	0	0	0	1	0	0	0	2	0	0	0
ENSMUSG00000081047	Olfr997-ps1	0	0	0	0	0	1	0	0	0	1	0	0	4	0	0	0
ENSMUSG00000101976	Olfr998	1	0	1	0	1	0	0	0	2	0	0	0	3	0	0	0
ENSMUSG00000081955	Olfr999-ps1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000075215	Olfr1000	0	0	2	0	3	0	0	0	0	1	0	0	4	0	0	0
ENSMUSG00000081328	Olfr1001-ps1	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0
ENSMUSG00000075214	Olfr1002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082577	Olfr1003-ps1	0	0	0	0	5	0	0	0	0	0	0	0	10	0	0	0
ENSMUSG00000083358	Olfr1004-ps1	1	0	0	0	4	0	0	0	0	0	0	0	6	0	0	0
ENSMUSG00000075212	Olfr154	0	2	1	0	1	0	0	0	0	0	0	0	5	0	0	0
ENSMUSG00000075211	Olfr1006	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000050603	Olfr1008	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000043226	Olfr1009	1	0	4	0	5	1	0	0	0	0	1	0	12	0	0	0
ENSMUSG00000100909	Olfr1010	0	1	7	0	10	0	0	1	0	0	0	0	27	0	1	0
ENSMUSG00000075210	Olfr1012	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000053287	Olfr1013	0	1	0	1	1	0	0	0	1	0	0	0	3	0	0	0
ENSMUSG00000059379	Olfr1014	0	1	1	0	1	0	0	0	0	0	0	0	11	0	0	0
ENSMUSG00000033850	Olfr1015	0	1	1	0	2	1	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000075209	Olfr1016	0	0	1	0	5	0	0	0	2	1	0	0	11	0	0	0
ENSMUSG00000081057	Olfr1017-ps1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0
ENSMUSG00000083029	Gm13720	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000043892	Olfr1018	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0
ENSMUSG00000075208	Olfr1019	0	0	0	0	0	1	0	0	2	0	0	0	7	0	0	0
ENSMUSG00000046975	Olfr1020	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0
ENSMUSG00000082754	Olfr1021-ps1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
ENSMUSG00000057761	Olfr1022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064805	Gm24037	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000050128	Olfr1023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075206	Olfr1024	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000058884	Olfr1025-ps1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000042863	Olfr1026	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000082892	Olfr1027-ps1	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0
ENSMUSG00000057207	Olfr1028	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000059873	Olfr1029	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSMUSG00000044923	Olfr1030	2	0	3	0	8	0	3	0	2	0	0	0	9	0	0	0
ENSMUSG00000043267	Olfr1031	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000042796	Olfr1032	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000045392	Olfr1033	1	1	0	0	1	1	0	1	0	0	0	0	3	0	0	0
ENSMUSG00000102091	Olfr1034	0	1	1	0	3	2	0	1	0	1	0	2	6	0	0	0
ENSMUSG00000083418	Olfr1035-ps1	0	0	2	0	1	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000099820	Olfr1036	0	1	2	0	4	1	0	0	0	0	0	0	9	0	0	0
ENSMUSG00000075205	Olfr1037	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000083594	Gm13722	0	0	4	0	9	0	0	0	0	0	0	0	16	0	0	0
ENSMUSG00000050577	Olfr1038-ps	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000075204	Olfr1039	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075203	Olfr1040	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000075202	Olfr1042	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000075201	Olfr1043	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000075200	Olfr1044	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0
ENSMUSG00000075199	Olfr52	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000075198	Olfr1045	0	0	0	0	8	0	0	0	0	0	0	0	8	0	0	0
ENSMUSG00000075197	Olfr1046	0	0	2	0	3	1	0	0	0	0	0	0	6	0	0	0
ENSMUSG00000075196	Olfr1047	0	1	2	0	3	0	0	0	1	0	0	0	5	0	0	0
ENSMUSG00000075195	Olfr1048	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000075194	Olfr1049	0	1	0	0	3	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000083969	Olfr1050-ps1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000075193	Olfr1051	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000047149	Olfr1052	0	0	1	0	1	0	0	0	0	0	0	0	4	0	0	0
ENSMUSG00000075192	Olfr1053	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000083864	Gm13719	1	0	0	0	1	1	1	0	0	1	1	0	3	0	0	0
ENSMUSG00000075190	Olfr1054	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000075189	Olfr1055	0	0	1	0	2	0	0	0	1	0	0	0	1	0	0	0
ENSMUSG00000075188	Olfr1056	1	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000075187	Olfr1057	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075186	Olfr1058	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0
ENSMUSG00000100458	Olfr1060	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075185	Olfr1061	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090059	Olfr1062	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0
ENSMUSG00000084117	Olfr1063-ps1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000075182	Olfr1065	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000075181	Olfr1066	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0
ENSMUSG00000080752	Olfr1069-ps1	0	0	3	0	1	1	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000075180	Olfr228	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
ENSMUSG00000082547	Olfr1073-ps1	0	0	1	0	1	0	0	0	0	0	0	0	6	0	0	0
ENSMUSG00000060742	Olfr1076	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000081027	Olfr1077-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080924	Olfr1078-ps1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000075179	Olfr1079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075178	Olfr1080	0	0	2	0	3	0	0	0	0	0	0	0	9	0	1	0
ENSMUSG00000080986	Olfr1081-ps1	0	0	0	0	5	0	0	0	0	3	0	0	7	0	0	1
ENSMUSG00000079239	Olfr1082	0	0	2	0	7	0	0	0	0	0	0	0	7	0	0	0
ENSMUSG00000068824	Olfr1083-ps	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0
ENSMUSG00000075177	Olfr1084	0	0	1	0	2	1	0	0	1	0	0	0	8	0	0	0
ENSMUSG00000075176	Olfr1085	0	1	3	0	6	1	0	0	1	0	0	0	23	0	0	0
ENSMUSG00000075175	Olfr1086	0	0	0	0	4	0	0	0	0	0	0	0	5	1	0	0
ENSMUSG00000075174	Olfr1087	0	0	2	0	3	1	0	0	0	0	0	0	8	0	0	0
ENSMUSG00000075173	Olfr1089	0	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000075172	Olfr1090	0	2	2	0	12	0	0	0	0	3	0	0	16	0	0	0
ENSMUSG00000047969	Olfr1093	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000106724	BX284685.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078420	Olfr141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044213	Olfr1094	0	1	1	0	3	0	0	0	0	0	0	0	6	0	0	0
ENSMUSG00000075171	Olfr1095	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084016	Olfr1096-ps1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000086338	Gm13723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075170	Olfr1097	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0
ENSMUSG00000075169	Olfr1098	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0
ENSMUSG00000075168	Olfr1099	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070875	Olfr1100	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000075167	Olfr1101	0	0	0	0	4	0	0	0	0	0	0	0	7	0	0	0
ENSMUSG00000049843	Olfr1102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083147	Olfr1103-ps1	0	0	1	0	3	0	0	0	0	2	0	0	10	0	0	0
ENSMUSG00000075166	Olfr1104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075165	Olfr1105	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0
ENSMUSG00000075164	Olfr1106	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0
ENSMUSG00000075163	Olfr1107	0	0	1	0	4	0	0	0	1	0	0	0	3	0	0	0
ENSMUSG00000075161	Olfr1109	1	1	4	1	4	0	0	0	0	0	0	0	17	0	0	0
ENSMUSG00000075160	Olfr259	2	1	1	0	5	0	0	0	0	0	0	0	7	0	0	0
ENSMUSG00000081610	Gm13733	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000075159	Olfr1110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089720	Gm13734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075158	Olfr1111	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000081041	Nlk-ps1	1	0	4	0	5	0	0	0	0	0	0	0	14	0	0	0
ENSMUSG00000044487	Olfr1112	1	0	6	0	18	1	0	0	0	1	0	0	18	0	0	0
ENSMUSG00000081168	Gm13730	0	0	1	0	0	0	0	1	2	0	0	0	1	0	0	0
ENSMUSG00000070857	Olfr1113	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081853	Gm13735	0	1	0	0	4	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000070856	Olfr1115	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000098776	Gm27438	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000084043	Gm13732	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ENSMUSG00000070855	Olfr1116	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0
ENSMUSG00000082225	Gm13728	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000083706	Olfr1117-ps1	0	1	2	0	2	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000083550	Gm13729	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0
ENSMUSG00000089732	Olfr1118	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000083211	Gm13737	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000081907	Gm13731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070853	Olfr1120	0	1	0	0	3	0	0	0	0	0	0	0	5	0	0	0
ENSMUSG00000070852	Olfr1121	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000047594	Olfr1122	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000082028	Gm1826	0	4	0	0	2	2	0	1	2	0	0	0	2	0	0	0
ENSMUSG00000043274	Olfr1123	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000050772	Olfr1124	0	0	0	0	5	0	0	0	0	1	0	0	6	0	0	0
ENSMUSG00000058194	Olfr1126	0	0	2	0	1	0	0	1	0	0	0	0	4	0	0	0
ENSMUSG00000025839	Pramel7	0	0	2	0	2	0	0	0	0	0	0	0	6	0	0	0
ENSMUSG00000025838	Pramel6	0	0	2	0	5	0	1	0	0	0	0	0	6	1	0	0
ENSMUSG00000081762	Gm13738	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083267	Olfr1127-ps1	1	0	1	0	1	0	0	0	0	0	0	0	11	0	0	0
ENSMUSG00000082908	Gm13736	30	69	30	66	35	28	41	39	32	20	55	148	54	83	33	73
